,vertex,coordination,x,y,z,symbolic
0,V1,4,0.3637,0.0809,0.0,"x, y, 0"
1,V2,3,0.0614,0.2238,0.0,"x, y, 0"
2,V3,4,0.0,0.0,0.0,"0, 0, 0"
