,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.25,0.25,0.0,"x, x, 0"
2,V3,3,0.0,0.5,0.0,"0, 1/2, 0"
