,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.1921,0.1415,0.0,"x, y, 0"
2,V3,4,0.0,0.2825,0.0,"0, y, 0"
