,vertex,coordination,x,y,z,symbolic
0,V1,5,0.0,0.2504,0.0,"0, y, z"
1,V2,4,0.0,0.2496,0.333,"10, y, z"
2,V3,3,0.0,0.2494,0.6671,"0, y, z"
