,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0784,0.2879,0.0,"x, y, 0"
1,V2,3,0.0763,0.1526,0.0,"x, 2x, 0"
2,V3,4,0.1499,0.4425,0.0,"x, y, 0"
3,V4,6,0.0,0.0,0.0,"0, 0, 0"
4,V5,3,0.1761,0.588,0.0,"2y, y, 0"
5,V6,3,0.0,0.4287,0.0,"0, y, 0"
6,V7,3,0.3333,0.6667,0.0,"1/3, 2/3, 0"
