,vertex,coordination,x,y,z,symbolic
0,V1,4,0.279,0.558,0.0,"x, 2x, 0"
1,V2,4,0.096,0.4235,0.0,"x, y, 0"
2,V3,4,0.0,0.5,0.0,"0, 1/2, 0"
3,V4,4,0.154,0.3081,0.0,"x, 2x, 0"
4,V5,4,0.0,0.154,0.0,"0, y, 0"
