,vertex,coordination,x,y,z,symbolic
0,V1,5,0.25,0.0,0.1827,"1/4, 0, z"
1,V2,3,0.75,0.0,0.1837,"3/4, 0, z"
2,V3,4,0.0,0.0,0.5,"0, 0, 1/2"
