,vertex,coordination,x,y,z,symbolic
0,V1,3,0.1484,0.384,0.0,"x, y, 0"
1,V2,3,0.1987,0.4846,0.0,"x, y, 0"
2,V3,3,0.0504,0.3557,0.0,"x, y, 0"
3,V4,3,0.1404,0.5266,0.0,"x, y, 0"
4,V5,3,0.0503,0.4427,0.0,"x, y, 0"
