,vertex,coordination,x,y,z,symbolic
0,V1,3.0,0.3015,0.603,0.0,"x, 2x, 0"
1,V2,3.0,0.2462,0.4924,0.0,"x, 2x, 0"
2,V3,3.0,0.1507,0.3968,0.0,"x, y, 0"
3,V4,3.0,0.0551,0.3013,0.0,"x, y, 0"
4,V5,3.0,0.0,0.1911,0.0,"0, y, 0"
5,3.8^2,,0.0,0.0956,0.0,"0, y, 0"
