,vertex,coordination,x,y,z,symbolic
0,V1,5,0.0,0.0,0.2557,"0, 0, z"
1,V2,3,0.0,0.0,0.8295,"0, 0, z"
2,V3,4,0.0,0.0,0.1705,"0, 0, z"
3,V4,4,0.0,0.0,0.9148,"0, 0, z"
4,V5,4,0.0,0.0,0.0852,"0, 0, z"
5,V6,4,0.0,0.0,0.0,"0, 0, 0"
