,vertex,coordination,x,y,z,symbolic
0,V1,6,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.6667,0.1334,0.0,"x,2x, 0"
2,V3,4,0.0,0.5,0.0,"0, 1/2, 0"
