,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2902,0.2902,0.0,"x, x, 0"
1,V2,4,0.5,0.5,0.0,"1/2, 1/2, 0"
2,V3,3,0.0,0.3517,0.0,"0, y, 0"
