,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0885,0.0332,0.0,"x, y, 0"
1,V2,3,0.259,0.4098,0.0,"x, y, 0"
2,V3,3,0.0743,0.4352,0.0,"x, y, 0"
3,V4,3,0.1476,0.2373,0.0,"x, y, 0"
