,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.3572,0.0,"0, x, 0"
1,V2,4,0.1428,0.5714,0.0,"x, 2x, 0"
2,V3,4,0.2143,0.4286,0.0,"x, 2x, 0"
