,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,4,0.331,0.0,0.0,"x, 0, 0"
2,V3,4,0.2715,0.5,0.0,"x, 1/2, 0"
