,vertex,coordination,x,y,z,symbolic
0,V1,3,0.6666,0.0,0.3333,"x, 0, z"
1,V2,4,0.0,0.0,0.0,"1x, 0, z"
2,V3,5,0.3333,0.0,0.6667,"x, 0, z"
