,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2974,0.1899,0.0,"x, y, 0"
1,V2,3,0.1077,0.1899,0.0,"x, y, 0"
2,V3,3,0.05,0.5,0.0,"x, 1/2, 0"
