,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2635,0.4038,0.0,"x, y, 0"
1,V2,3,0.0858,0.3591,0.0,"x, y, 0"
2,V3,3,0.0,0.2525,0.0,"0, y, 0"
3,V4,3,0.0,0.0993,0.0,"0, y, 0"
