,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0576,0.4036,0.0,"x, y, 0"
1,V2,3,0.1707,0.4412,0.0,"x, y, 0"
2,V3,3,0.1331,0.5167,0.0,"x, y, 0"
