,vertex,coordination,x,y,z,symbolic
0,V1,4,0.2512,0.0,0.0,"c, 0, 0"
1,V2,5,0.5,0.3165,0.0,"1/2, y, 0"
2,V3,3,0.0,0.6806,0.0,"0, y, 0"
