,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.2578,0.1289,0.0,"2y, y, 0"
2,V3,6,0.3333,0.6667,0.0,"1/3, 2/3, 0"
