,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.8739,0.0,0.844,"x, 0, z"
2,V3,3,0.648,0.0,0.0536,"x, 0, z"
3,V4,4,0.4951,0.0,0.1999,"x, 0, z"
4,V5,3,0.8506,0.0,0.2628,"x, 0, z"
5,V6,3,0.7079,0.0,0.6663,"x, 20, z"
6,V7,4,0.9775,0.0,0.4187,"x, 0, z"
7,V8,3,0.6029,0.0,0.4332,"x, 0, z"
