,vertex,coordination,x,y,z,symbolic
0,V1,5,0.3185,0.1052,0.0,"x, y, 0"
1,V2,5,0.3185,0.4385,0.0,"x, y, 0"
2,V3,5,0.4555,0.2718,0.0,"x, y, 0"
