,vertex,coordination,x,y,z,symbolic
0,V1,3,0.4762,0.0952,0.0,"x, y, 0"
1,V2,4,0.2382,0.0479,0.0,"x, y, 0"
2,V3,3,0.3333,0.6667,0.0,"1/3, 2/3, 0"
3,V4,6,0.0,0.0,0.0,"0, 0, 0"
