,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,6,18,18,18,36,30,30,54,42,259,3^6
1,V2,4,8,12,18,22,28,34,36,42,48,253,3^2.6^2
