,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,6,10,16,16,22,26,26,34,36,197,3.8.3.8
1,V2,3,6,10,14,19,20,25,30,30,36,194,3.8^2
