,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0654,0.9444,0.0,"x, y, 0"
1,V2,3,0.0241,0.4048,0.0,"x, y, 0"
2,V3,3,0.4201,0.2454,0.0,"x, y, 0"
3,V4,3,0.3206,0.8722,0.0,"x, y, 0"
4,V5,3,0.2659,0.2051,0.0,"x, y, 0"
5,V6,3,0.2121,0.0172,0.0,"x, y, 0"
