,vertex,coordination,x,y,z,symbolic
0,V1,4,0.0,0.0,0.0,"0, 0, 0"
1,V2,4,0.4731,0.0,0.6398,"x, 0, z"
2,V3,3,0.2113,0.0,0.2269,"x, 0, z"
3,V4,3,0.6389,0.0,0.0882,"x, 0, z"
4,V5,3,0.8968,0.0,0.3874,"x, 0, z"
