,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.2113,0.0,"0, y, 0"
1,V2,5,0.3253,0.0,0.0,"x, 0, 0"
2,V3,4,0.5,0.5,0.0,"1/2, 1/2, 0"
