,vertex,coordination,x,y,z,symbolic
0,V1,5,0.0,0.3419,0.0,"0, y, 0"
1,V2,4,0.0,0.5,0.5,"0, 1/2, 1/2"
2,V3,3,0.0,0.158,0.0,"0, y, 0"
3,V4,4,0.0,0.0,0.5,"10, 0, 1/2"
