,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.1809,0.0,"0, y, 0"
1,V2,3,0.0,0.3617,0.0,"0, y, 0"
2,V3,3,0.0782,0.5391,0.0,"2y, y, 0"
3,V4,3,0.2498,0.6249,0.0,"2y, y, 0"
