,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,4,6,7,9,12,15,17,18,18,110,3.8.16
1,V2,3,4,6,8,9,10,15,18,18,20,112,3.8^2
