,vertex,coordination,x,y,z,symbolic
0,V1,5,0.2752,0.5504,0.0,"x, 2x, 0"
1,V2,5,0.1745,0.3489,0.0,"2y, 2x, 0"
2,V3,5,0.1007,0.5504,0.0,"2y, y, 0"
3,V4,5,0.0,0.1745,0.0,"0, y, 0"
4,V5,5,0.0,0.3489,0.0,"0, y, 0"
