,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,14,14,22,30,32,28,40,50,245,4.5.4.5
1,V2,4,9,13,18,21,27,30,36,38,45,242,3.5.4.5
2,V3,4,8,12,20,22,24,28,42,38,40,239,3.5.3.5
