,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.3592,0.5,"0, y, z"
1,V2,4,0.0,0.0323,0.3323,"0, y, z"
2,V3,4,0.0,0.2946,0.0,"0, y, z"
