,vertex,coordination,x,y,z,symbolic
0,V1,4,0.25,0.5678,0.0,"1/4, y, 0"
1,V2,3,0.25,0.2965,0.0,"1/4, y, 0"
2,V3,3,0.25,0.0678,0.0,"1/4, y, 0"
