,vertex,coordination,x,y,z,symbolic
0,V1,5,0.1293,0.2587,0.0,"x, 2x, 0"
1,V2,5,0.2587,0.5173,0.0,"x, 2x, 0"
2,V3,5,0.0,0.388,0.0,"0, y, 0"
