,vertex,coordination,x,y,z,symbolic
0,V1,4,0.4286,0.0,0.0,"x, 0, 0"
1,V2,4,0.0,0.0,0.0,"0, 0, 0"
2,V3,3,0.7143,0.0,0.0,"x, 0, 0"
