,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2004,0.0,0.4,"x, 0, z"
1,V2,4,0.5992,0.0,0.2,"x, 0, z"
2,V3,6,0.0,0.0,0.0,"0, 0, 0"
