,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,7,10,15,19,21,24,30,34,35,200,3^2.6^2
1,V2,4,6,10,12,22,20,24,26,38,34,197,3.6.3.6
2,V3,3,7,12,14,17,22,27,28,31,37,199,6^3
