,vertex,coordination,x,y,z,symbolic
0,V1,5,0.1989,0.0,0.1263,"x, 0, z"
1,V2,5,0.6918,0.0,0.0737,"x, 0, z"
2,V3,5,0.1443,0.0,0.7264,"x, 0, z"
3,V4,5,0.3629,0.0,0.3263,"x, 20, z"
4,V5,5,0.2536,0.0,0.5263,"x, 0, z"
