,vertex,coordination,x,y,z,symbolic
0,V1,5,0.25,0.0,0.0753,"1/4, 0, z"
1,V2,4,0.25,0.0,0.25,"1/4, 0, z"
2,V3,3,0.25,0.0,0.4247,"1/4, 0, z"
