,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2478,0.0,0.0,"x, 0, z"
1,V2,5,0.0826,0.0,0.5,"1x, 0, z"
2,V3,4,0.4174,0.0,0.4956,"x, 0, z"
