,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,5,8,15,23,29,34,40,46,50,254,4.6^2
1,V2,3,6,11,16,23,30,35,40,45,50,260,4.6^2
2,V3,4,10,16,20,24,30,36,40,44,50,275,6^4
