,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0696,0.1392,0.0,"x, 2x, 0"
1,V2,3,0.1392,0.2784,0.0,"x, 2x, 0"
2,V3,3,0.0884,0.365,0.0,"x, y, 0"
3,V4,3,0.2247,0.4494,0.0,"x, 2x, 0"
4,V5,3,0.069,0.4744,0.0,"0, y, 0"
5,V6,3,0.2936,0.5872,0.0,"x, 2x, 0"
