,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,11,14,17,22,27,28,31,36,196,3.8^2
1,V2,4,7,10,15,19,21,24,29,34,36,200,3.4^2.8
