,vertex,coordination,x,y,z,symbolic
0,V1,3,0.2503,0.0669,0.0,"x, y, 0"
1,V2,4,0.0,0.5,0.0,"0, 1/2, 0"
2,V3,4,0.0,0.0,0.0,"x, 0, 0"
