,vertex,coordination,x,y,z,symbolic
0,V1,3,0.0,0.0,0.0,"0, 0, 0"
1,V2,3,0.0,0.2026,0.0,"0, y, 0"
2,V3,3,0.1733,0.4253,0.0,"x, y, 0"
3,V4,3,0.117,0.5937,0.0,"x, y, 0"
